valor_cop,area,Cuartos,tipo,city,Ciudad,barrio_limpio,barrio_target_enc
431000000,68.42,2,apartamento,Medellín,Robledo,Otros,733056055.7692307
463600000,57.93,2,apartamento,Medellín,Loma del Indio,Otros,733056055.7692307
1129420000,69.85,2,apartamento,Medellín,Santa maria de los angeles,Otros,733056055.7692307
940000000,96.0,3,apartamento,Medellín,El Poblado,El Poblado,1011245935.625
1225190500,78.0,2,apartamento,Medellín,Santa maria de los angeles,Otros,733056055.7692307
623000000,56.0,2,apartamento,Medellín,El Poblado,El Poblado,1011245935.625
723204288,90.23,3,apartamento,Medellín,Vía Las Palmas,Otros,733056055.7692307
418684644,58.63,2,apartamento,Pereira,El campin i-ii,Otros,625526584.875
826000000,128.38,3,casa,Pereira,Cerritos,Cerritos,573473862.8
615400000,79.0,2,apartamento,Pereira,Condina,Otros,625526584.875
495000000,72.81,2,apartamento,Pereira,La glorieta,Otros,625526584.875
608336157,81.1,3,apartamento,Pereira,Cerritos,Cerritos,573473862.8
608336157,81.1,3,apartamento,Pereira,Cerritos,Cerritos,573473862.8
603400000,83.81,3,casa,Pereira,Cerritos,Cerritos,573473862.8
221297000,37.3,1,apartamento,Pereira,Cerritos,Cerritos,573473862.8
1076500000,170.03,3,casa,Pereira,Morelia,Otros,625526584.875
387000000,63.62,2,apartamento,Pereira,El dorado,Otros,625526584.875
808800000,117.0,2,casa,Pereira,Combia,Otros,625526584.875
394028035,65.5,2,apartamento,Pereira,Galicia,Otros,625526584.875
808800000,117.0,2,casa,Pereira,Combia,Otros,625526584.875
170820000,56.25,2,apartamento,Piedecuesta,Villa paraiso,Otros,498281000.0
391475000,75.4,2,apartamento,Piedecuesta,Ruitoque,Otros,498281000.0
873643000,136.06,3,casa,Piedecuesta,La españolita,Otros,498281000.0
873643000,136.06,3,casa,Piedecuesta,La españolita,Otros,498281000.0
445428000,74.14,2,apartamento,Piedecuesta,La mata,Otros,498281000.0
232740000,41.41,1,apartamento,Piedecuesta,Guatiguara,Guatiguara,266445400.0
139646000,50.18,2,apartamento,Piedecuesta,Guatiguara,Guatiguara,266445400.0
232740000,55.05,2,apartamento,Piedecuesta,Guatiguara,Guatiguara,266445400.0
232740000,55.05,2,apartamento,Piedecuesta,Guatiguara,Guatiguara,266445400.0
199000000,51.02,2,apartamento,Piedecuesta,Centro,Otros,498281000.0
533958000,92.69,3,apartamento,Piedecuesta,Ruitoque,Otros,498281000.0
494361000,90.0,2,apartamento,Piedecuesta,Guatiguara,Guatiguara,266445400.0
475748921,58.25,2,apartamento,Rionegro,Santa ana,Otros,632664784.2
218000000,48.0,2,apartamento,Rionegro,El porvenir,Otros,632664784.2
1220369000,78.62,2,apartamento,Rionegro,Llano Grande,Otros,632664784.2
656250000,60.75,2,apartamento,Rionegro,El porvenir,Otros,632664784.2
592956000,75.0,2,apartamento,Rionegro,San Antonio de Pereira,Otros,632664784.2
583738874,64.6,2,apartamento,Sabaneta,Las Lomitas,Otros,552393463.0
417962500,62.0,2,apartamento,Sabaneta,Monteazul,Otros,552393463.0
583738874,64.6,2,apartamento,Sabaneta,Las Lomitas,Otros,552393463.0
630100000,85.86,3,apartamento,Sabaneta,El carmelo,Otros,552393463.0
519428000,84.0,3,apartamento,Sabaneta,Vegas de la doctora,Otros,552393463.0
548151993,68.33,2,apartamento,Sabaneta,Monteazul,Otros,552393463.0
583634000,84.12,3,apartamento,Sabaneta,Lagos de la doctora,Otros,552393463.0
385200000,36.0,1,apartamento,Santa Marta,Rodadero y Gaira,Otros,368705777.3684211
545812000,37.74,1,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
350700000,50.1,1,apartamento,Santa Marta,Vista hermosa,Otros,368705777.3684211
420000000,38.6,1,apartamento,Santa Marta,Cerro la gloria,Otros,368705777.3684211
420000000,38.6,1,apartamento,Santa Marta,Cerro la gloria,Otros,368705777.3684211
273000000,53.69,2,apartamento,Santa Marta,Ub libano 2000,Otros,368705777.3684211
355742894,32.27,1,apartamento,Santa Marta,URBANIZACION SALGUERO,Otros,368705777.3684211
210000000,24.0,1,apartamento,Santa Marta,Rodadero,Otros,368705777.3684211
477848000,35.79,1,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
140000000,53.4,1,apartamento,Santa Marta,URBANIZACION LIBANO 2000,Otros,368705777.3684211
294719760,36.0,1,apartamento,Santa Marta,Gaira mar,Otros,368705777.3684211
353250800,32.83,1,apartamento,Santa Marta,Bello horizonte,Otros,368705777.3684211
273000000,67.69,2,apartamento,Santa Marta,URBANIZACION CANARIAS,Otros,368705777.3684211
314748500,32.0,1,apartamento,Santa Marta,Rodadero,Otros,368705777.3684211
889947816,80.5,3,apartamento,Santa Marta,URBANIZACION SALGUERO,Otros,368705777.3684211
226000000,63.24,2,apartamento,Santa Marta,CONJUNTO RESIDENCIAL EL NOGAL,Otros,368705777.3684211
1168747000,94.29,2,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
326498220,30.98,1,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
326498220,30.98,1,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
543990000,37.0,1,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
451000000,36.0,1,apartamento,Santa Marta,Rodadero,Otros,368705777.3684211
1053000000,57.5,2,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
458999990,35.0,1,apartamento,Santa Marta,Pozos Colorados,Pozos Colorados,612674178.75
349000000,32.14,1,apartamento,Santa Marta,Rodadero sur,Otros,368705777.3684211
334800000,46.49,2,apartamento,Santa Marta,Los cardonales,Otros,368705777.3684211
788800000,143.32,4,casa,Santa Marta,Vista hermosa sur,Otros,368705777.3684211
175500000,62.1,2,apartamento,Santa Marta,Cerro san fernando,Otros,368705777.3684211
170820000,48.07,2,apartamento,Soacha,Zona industrial santa ana,Otros,182940000.0
220000000,62.5,1,apartamento,Soacha,Ciudad verde,Ciudad verde,211600000.0
232300000,56.0,1,apartamento,Soacha,Ciudad verde,Ciudad verde,211600000.0
232300000,56.0,1,apartamento,Soacha,Ciudad verde,Ciudad verde,211600000.0
195000000,53.95,2,apartamento,Soacha,Ciudad verde,Ciudad verde,211600000.0
189000000,57.9,1,apartamento,Soacha,Rincon de santafe,Otros,182940000.0
189000000,57.9,1,apartamento,Soacha,Rincon de santafe,Otros,182940000.0
195000000,62.4,2,apartamento,Soacha,Ciudad verde,Ciudad verde,211600000.0
195000000,62.4,2,apartamento,Soacha,Ciudad verde,Ciudad verde,211600000.0
229070000,46.0,1,apartamento,Soledad,Las marinas,Otros,173268000.0
172750000,43.7,1,apartamento,Soledad,Estadio,Otros,173268000.0
127400000,37.81,2,apartamento,Soledad,El manantial,Otros,173268000.0
162920000,37.81,2,apartamento,Soledad,Ub. portal de los manantiales,Otros,173268000.0
174200000,52.07,2,apartamento,Soledad,El manantial,Otros,173268000.0
209000000,57.0,1,apartamento,Villavicencio,Caños negros,Otros,451514940.0
1092580000,134.81,3,apartamento,Villavicencio,Esperanza 8,Otros,451514940.0
346653000,59.0,2,apartamento,Villavicencio,Cr gratamira,Cr gratamira,307031400.0
195000000,54.0,1,apartamento,Villavicencio,Comuna 8,Otros,451514940.0
989000000,139.14,4,apartamento,Villavicencio,Comuna 7,Otros,451514940.0
458000000,55.0,1,apartamento,Villavicencio,Trapiche,Otros,451514940.0
152338000,31.0,1,apartamento,Villavicencio,Comuna 8,Otros,451514940.0
192200000,56.0,1,apartamento,Villavicencio,Caños negros,Otros,451514940.0
483152000,79.0,2,apartamento,Villavicencio,Leon xii,Otros,451514940.0
402052000,80.0,2,apartamento,Villavicencio,Cr gratamira,Cr gratamira,307031400.0
402052000,80.0,2,apartamento,Villavicencio,Cr gratamira,Cr gratamira,307031400.0
192200000,52.0,1,apartamento,Villavicencio,Cr gratamira,Cr gratamira,307031400.0
430000000,75.0,2,apartamento,Villavicencio,Mt centauros,Otros,451514940.0
192200000,52.0,1,apartamento,Villavicencio,Cr gratamira,Cr gratamira,307031400.0
313879400,43.4,1,apartamento,Villavicencio,Caudal norte oriental,Otros,451514940.0
299000000,63.0,2,apartamento,Zipaquirá,Las villas,Otros,244111131.0
278081048,61.57,2,apartamento,Zipaquirá,Las villas,Otros,244111131.0
232740000,43.54,2,apartamento,Zipaquirá,Hacienda la quinta ii,Otros,244111131.0
206999000,54.5,2,apartamento,Zipaquirá,San rafael,Otros,244111131.0
313329000,72.89,2,apartamento,Zipaquirá,Las villas,Otros,244111131.0
195000000,53.88,2,apartamento,Zipaquirá,Algarra iii,Otros,244111131.0
232740000,51.09,2,apartamento,Zipaquirá,Algarra iii,Otros,244111131.0
195000000,50.7,2,apartamento,Zipaquirá,Las villas,Otros,244111131.0
